icg_id,modeldb_id,suffix,ion_class,icg_ref_id,authors,title,year,pubmedid,citation_count
3880,184348,Im_v2,K,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3881,184348,Im,K,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3882,184348,K_P,K,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3883,184348,K_T,K,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3886,184348,Kv3_1,K,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3887,184350,Im_v2,K,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3888,184350,Im,K,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3889,184350,K_P,K,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3890,184350,K_T,K,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3893,184350,Kv3_1,K,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3894,184352,Im_v2,K,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3895,184352,Im,K,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3897,184352,K_T,K,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3900,184352,Kv3_1,K,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3901,185328,HHk,K,436,Moore JW,Enhancing the Hodgkin-Huxley Equations: Simulations Based on the First Publication in the Biophysical Journal.,2015,26445431,0
3902,185328,HHkM,K,436,Moore JW,Enhancing the Hodgkin-Huxley Equations: Simulations Based on the First Publication in the Biophysical Journal.,2015,26445431,0
3903,185332,kfast,K,426,"Zylbertal A, Kahan A, Ben-Shaul Y, Yarom Y, Wagner S",Prolonged Intracellular Na+ Dynamics Govern Electrical Activity in Accessory Olfactory Bulb Mitral Cells.,2015,26674618,3
3904,185332,kslow,K,426,"Zylbertal A, Kahan A, Ben-Shaul Y, Yarom Y, Wagner S",Prolonged Intracellular Na+ Dynamics Govern Electrical Activity in Accessory Olfactory Bulb Mitral Cells.,2015,26674618,3
3906,185355,ka,K,427,"Yim MY, Hanuschkin A, Wolfart J",Intrinsic rescaling of granule cells restores pattern separation ability of a dentate gyrus network model during epileptic hyperexcitability.,2015,25269417,6
3907,185355,kir,K,427,"Yim MY, Hanuschkin A, Wolfart J",Intrinsic rescaling of granule cells restores pattern separation ability of a dentate gyrus network model during epileptic hyperexcitability.,2015,25269417,6
3908,185858,im,K,428,"Neymotin SA, McDougal RA, Bulanova AS, Zeki M, Lakatos P, Terman D, Hines ML, Lytton WW",Calcium regulation of HCN channels supports persistent activity in a multiscale model of neocortex.,2016,26746357,4
3909,185858,kap,K,428,"Neymotin SA, McDougal RA, Bulanova AS, Zeki M, Lakatos P, Terman D, Hines ML, Lytton WW",Calcium regulation of HCN channels supports persistent activity in a multiscale model of neocortex.,2016,26746357,4
3911,185858,kdr,K,428,"Neymotin SA, McDougal RA, Bulanova AS, Zeki M, Lakatos P, Terman D, Hines ML, Lytton WW",Calcium regulation of HCN channels supports persistent activity in a multiscale model of neocortex.,2016,26746357,4
3913,185858,km,K,428,"Neymotin SA, McDougal RA, Bulanova AS, Zeki M, Lakatos P, Terman D, Hines ML, Lytton WW",Calcium regulation of HCN channels supports persistent activity in a multiscale model of neocortex.,2016,26746357,4
3915,186977,KPyr,K,433,"Avella Gonzalez OJ, Mansvelder HD, van Pelt J, van Ooyen A","H-Channels Affect Frequency, Power and Amplitude Fluctuations of Neuronal Network Oscillations.",2015,26635594,0
3916,186977,km,K,433,"Avella Gonzalez OJ, Mansvelder HD, van Pelt J, van Ooyen A","H-Channels Affect Frequency, Power and Amplitude Fluctuations of Neuronal Network Oscillations.",2015,26635594,0
3917,187473,iM,K,429,"Sundt D, Gamper N, Jaffe DB",Spike propagation through the dorsal root ganglia in an unmyelinated sensory neuron: a modeling study.,2015,26334005,0
3919,155735,NaF,Na,413,"Couto J, Linaro D, De Schutter E, Giugliano M",On the firing rate dependency of the phase response curve of rat Purkinje neurons in vitro.,2015,25775448,8
3920,155735,NaP,Na,413,"Couto J, Linaro D, De Schutter E, Giugliano M",On the firing rate dependency of the phase response curve of rat Purkinje neurons in vitro.,2015,25775448,8
3922,156780,Nap_Et2,Na,414,"Hay E, Segev I",Dendritic Excitability and Gain Control in Recurrent Cortical Microcircuits.,2015,25205662,5
3923,156780,NaTa_t,Na,414,"Hay E, Segev I",Dendritic Excitability and Gain Control in Recurrent Cortical Microcircuits.,2015,25205662,5
3924,156780,NaTs2_t,Na,414,"Hay E, Segev I",Dendritic Excitability and Gain Control in Recurrent Cortical Microcircuits.,2015,25205662,5
3926,157339,nax,Na,430,"Migliore M, De Simone G, Migliore R",Effect of the initial synaptic state on the probability to induce long-term potentiation and depression.,2015,25762316,4
3927,168591,nax,Na,434,"Migliore M, Cavarretta F, Marasco A, Tulumello E, Hines ML, Shepherd GM",Synaptic clusters function as odor operators in the olfactory bulb.,2015,26100895,6
3928,168858,naf,Na,415,"Coskren PJ, Luebke JI, Kabaso D, Wearne SL, Yadav A, Rumbell T, Hof PR, Weaver CM",Functional consequences of age-related morphologic changes to pyramidal neurons of the rhesus monkey prefrontal cortex.,2015,25527184,2
3929,168858,nap,Na,415,"Coskren PJ, Luebke JI, Kabaso D, Wearne SL, Yadav A, Rumbell T, Hof PR, Weaver CM",Functional consequences of age-related morphologic changes to pyramidal neurons of the rhesus monkey prefrontal cortex.,2015,25527184,2
3932,169457,Nap_Et2,Na,417,"Maki-Marttunen T, Halnes G, Devor A, Witoelar A, Bettella F, Djurovic S, Wang Y, Einevoll GT, Andreassen OA, Dale AM",Functional Effects of Schizophrenia-Linked Genetic Variants on Intrinsic Single-Neuron Excitability: A Modeling Study.,2016,26949748,1
3933,169457,NaTa_t,Na,417,"Maki-Marttunen T, Halnes G, Devor A, Witoelar A, Bettella F, Djurovic S, Wang Y, Einevoll GT, Andreassen OA, Dale AM",Functional Effects of Schizophrenia-Linked Genetic Variants on Intrinsic Single-Neuron Excitability: A Modeling Study.,2016,26949748,1
3934,169457,NaTs2_t,Na,417,"Maki-Marttunen T, Halnes G, Devor A, Witoelar A, Bettella F, Djurovic S, Wang Y, Einevoll GT, Andreassen OA, Dale AM",Functional Effects of Schizophrenia-Linked Genetic Variants on Intrinsic Single-Neuron Excitability: A Modeling Study.,2016,26949748,1
3936,170030,nax,Na,431,"Miceli F, Soldovieri MV, Ambrosino P, De Maria M, Migliore M, Migliore R, Taglialatela M",Early-onset epileptic encephalopathy caused by gain-of-function mutations in the voltage sensor of Kv7.2 and Kv7.3 potassium channel subunits.,2015,25740509,25
3939,180373,Nap_Et2,Na,419,"Shai AS, Anastassiou CA, Larkum ME, Koch C",Physiology of layer 5 pyramidal neurons in mouse primary visual cortex: coincidence detection through bursting.,2015,25768881,10
3940,180373,NaTa_t,Na,419,"Shai AS, Anastassiou CA, Larkum ME, Koch C",Physiology of layer 5 pyramidal neurons in mouse primary visual cortex: coincidence detection through bursting.,2015,25768881,10
3941,180373,NaTs2_t,Na,419,"Shai AS, Anastassiou CA, Larkum ME, Koch C",Physiology of layer 5 pyramidal neurons in mouse primary visual cortex: coincidence detection through bursting.,2015,25768881,10
3948,181967,nahh,Na,421,"Cutsuridis V, Poirazi P",A computational study on how theta modulated inhibition can account for the long temporal windows in the entorhinal-hippocampal loop.,2015,25721691,3
3950,181967,nax,Na,421,"Cutsuridis V, Poirazi P",A computational study on how theta modulated inhibition can account for the long temporal windows in the entorhinal-hippocampal loop.,2015,25721691,3
3952,182134,na3,Na,422,"Fink CG, Gliske S, Catoni N, Stacey WC",Network Mechanisms Generating Abnormal and Normal Hippocampal High-Frequency Oscillations: A Computational Analysis.,2015,26146658,3
3965,184139,Na,Na,432,"Hyun JH, Eom K, Lee KH, Bae JY, Bae YC, Kim MH, Kim S, Ho WK, Lee SH",Kv1.2 mediates heterosynaptic modulation of direct cortical synaptic inputs in CA3 pyramidal cells.,2015,26047212,0
3966,184145,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3967,184145,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3968,184145,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3970,184148,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3971,184148,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3972,184148,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3974,184152,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3975,184152,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3976,184152,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3978,184168,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3979,184168,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3980,184168,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3982,184178,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3983,184178,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3984,184178,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3986,184180,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3987,184180,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3988,184180,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3990,184182,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3991,184182,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3992,184182,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3994,184184,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3995,184184,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3996,184184,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3998,184196,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
3999,184196,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4000,184196,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4002,184297,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4003,184297,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4004,184297,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4006,184303,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4007,184303,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4008,184303,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4010,184310,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4011,184310,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4012,184310,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4014,184316,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4015,184316,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4016,184316,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4018,184319,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4019,184319,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4020,184319,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4022,184323,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4023,184323,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4024,184323,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4026,184325,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4027,184325,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4028,184325,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4030,184327,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4031,184327,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4032,184327,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4034,184331,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4035,184331,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4036,184331,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4038,184337,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4039,184337,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4040,184337,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4042,184339,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4043,184339,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4044,184339,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4046,184346,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4047,184346,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4048,184346,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4050,184348,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4051,184348,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4052,184348,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4054,184350,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4055,184350,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4056,184350,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4058,184352,Nap,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4059,184352,NaTa,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4060,184352,NaTs,Na,425,Allen Institute,Documentation Allen Cell Types Database (http://help.brain-map.org/display/celltypes/Documentation),2015,None,0
4062,185328,HHna,Na,436,Moore JW,Enhancing the Hodgkin-Huxley Equations: Simulations Based on the First Publication in the Biophysical Journal.,2015,26445431,0
4066,185858,nax,Na,428,"Neymotin SA, McDougal RA, Bulanova AS, Zeki M, Lakatos P, Terman D, Hines ML, Lytton WW",Calcium regulation of HCN channels supports persistent activity in a multiscale model of neocortex.,2016,26746357,4
4068,186977,NaPyr,Na,433,"Avella Gonzalez OJ, Mansvelder HD, van Pelt J, van Ooyen A","H-Channels Affect Frequency, Power and Amplitude Fluctuations of Neuronal Network Oscillations.",2015,26635594,0
4069,187473,nahh,Na,429,"Sundt D, Gamper N, Jaffe DB",Spike propagation through the dorsal root ganglia in an unmyelinated sensory neuron: a modeling study.,2015,26334005,0
4070,7907,ca,Ca,437,"Vetter P, Roth A, Hausser M",Propagation of action potentials in dendrites depends on dendritic morphology.,2001,11160523,None
4071,151482,cal,Ca,438,"Briant LJ, Stalbovskiy AO, Nolan MF, Champneys AR, Pickering AE",Increased intrinsic excitability of muscle vasoconstrictor preganglionic neurons may contribute to the elevated sympathetic activity in hypertensive rats.,2014,25122704,None
4072,151482,can,Ca,438,"Briant LJ, Stalbovskiy AO, Nolan MF, Champneys AR, Pickering AE",Increased intrinsic excitability of muscle vasoconstrictor preganglionic neurons may contribute to the elevated sympathetic activity in hypertensive rats.,2014,25122704,None
4073,151685,ca,Ca,439,"Lee S, Jones SR",Distinguishing mechanisms of gamma frequency oscillations in human current source signals using a computational model of a laminar neocortical network.,2013,24385958,None
4074,153574,TCa_d,Ca,440,"Gilra A, Bhalla US",Bulbar microcircuit model predicts connectivity and roles of interneurons in odor coding.,2015,25942312,None
4075,156733,GRANULE_CA,Ca,441,"Rossert C, Solinas S, D'Angelo E, Dean P, Porrill J",Model cerebellar granule cells can faithfully transmit modulated firing rate signals.,2014,25352777,None
4076,157157,cal,Ca,442,"Saudargiene A, Cobb S, Graham BP",A computational study on plasticity during theta cycles at Schaffer collateral synapses on CA1 pyramidal cells in the hippocampus.,2015,25220633,None
4077,157157,calH,Ca,442,"Saudargiene A, Cobb S, Graham BP",A computational study on plasticity during theta cycles at Schaffer collateral synapses on CA1 pyramidal cells in the hippocampus.,2015,25220633,None
4078,157157,car,Ca,442,"Saudargiene A, Cobb S, Graham BP",A computational study on plasticity during theta cycles at Schaffer collateral synapses on CA1 pyramidal cells in the hippocampus.,2015,25220633,None
4079,157157,somacar,Ca,442,"Saudargiene A, Cobb S, Graham BP",A computational study on plasticity during theta cycles at Schaffer collateral synapses on CA1 pyramidal cells in the hippocampus.,2015,25220633,None
4080,168148,ca,Ca,443,"Stadler K, Bierwirth C, Stoenica L, Battefeld A, Reetz O, Mix E, Schuchmann S, Velmans T, Rosenberger K, Brauer AU, Lehnardt S, Nitsch R, Budt M, Wolff T, Kole MH, Strauss U",Elevation in type I interferons inhibits HCN1 and slows cortical neuronal oscillations.,2014,23042740,None
4082,168310,calc,Ca,444,"Konstantoudaki X, Papoutsi A, Chalkiadaki K, Poirazi P, Sidiropoulou K",Modulatory effects of inhibition on persistent activity in a cortical microcircuit model.,2014,24550786,None
4087,168310,car,Ca,444,"Konstantoudaki X, Papoutsi A, Chalkiadaki K, Poirazi P, Sidiropoulou K",Modulatory effects of inhibition on persistent activity in a cortical microcircuit model.,2014,24550786,None
4089,184142,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg3-Cre VISp layer 4 329321704,2015,None,None
4090,184142,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg3-Cre VISp layer 4 329321704,2015,None,None
4091,184157,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Sst-IRES-Cre VISp layer 2/3 471086533,2015,None,None
4092,184157,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Sst-IRES-Cre VISp layer 2/3 471086533,2015,None,None
4093,184159,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Rorb-IRES2-Cre-D VISp layer 5 471087975,2015,None,None
4094,184159,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Rorb-IRES2-Cre-D VISp layer 5 471087975,2015,None,None
4095,184161,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Rorb-IRES2-Cre-D VISp layer 2/3 472299294,2015,None,None
4096,184161,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Rorb-IRES2-Cre-D VISp layer 2/3 472299294,2015,None,None
4097,184163,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Sst-IRES-Cre VISp layer 5 472299363,2015,None,None
4098,184163,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Sst-IRES-Cre VISp layer 5 472299363,2015,None,None
4099,184166,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg2-Cre VISp layer 4 472300877,2015,None,None
4100,184166,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg2-Cre VISp layer 4 472300877,2015,None,None
4101,184171,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Sst-IRES-Cre VISp layer 4 472304539,2015,None,None
4102,184171,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Sst-IRES-Cre VISp layer 4 472304539,2015,None,None
4103,184173,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Sst-IRES-Cre VISp layer 2/3 472304676,2015,None,None
4104,184173,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Sst-IRES-Cre VISp layer 2/3 472304676,2015,None,None
4105,184176,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg2-Cre VISp layer 5 472306460,2015,None,None
4106,184176,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg2-Cre VISp layer 5 472306460,2015,None,None
4107,184186,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg3-Cre VISp layer 4 472363762,2015,None,None
4108,184186,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg3-Cre VISp layer 4 472363762,2015,None,None
4109,184202,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg2-Cre VISp layer 4 472427533,2015,None,None
4110,184202,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg2-Cre VISp layer 4 472427533,2015,None,None
4111,184231,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Rorb-IRES2-Cre-D VISp layer 2/3 472434498,2015,None,None
4112,184231,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Rorb-IRES2-Cre-D VISp layer 2/3 472434498,2015,None,None
4113,184274,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Sst-IRES-Cre VISp layer 6a 472440759,2015,None,None
4114,184274,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Sst-IRES-Cre VISp layer 6a 472440759,2015,None,None
4115,184299,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Gad2-IRES-Cre VISp layer 5 472447460,2015,None,None
4116,184299,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Gad2-IRES-Cre VISp layer 5 472447460,2015,None,None
4117,184301,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Sst-IRES-Cre VISp layer 5 472450023,2015,None,None
4118,184301,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Sst-IRES-Cre VISp layer 5 472450023,2015,None,None
4119,184305,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg3-Cre VISp layer 5 472455509,2015,None,None
4120,184305,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg3-Cre VISp layer 5 472455509,2015,None,None
4121,184308,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg2-Cre VISp layer 4 472912107,2015,None,None
4122,184308,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg2-Cre VISp layer 4 472912107,2015,None,None
4123,184312,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg2-Cre VISp layer 4 473465456,2015,None,None
4124,184312,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg2-Cre VISp layer 4 473465456,2015,None,None
4125,184314,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Rorb-IRES2-Cre-D VISp layer 5 473561660,2015,None,None
4126,184314,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Rorb-IRES2-Cre-D VISp layer 5 473561660,2015,None,None
4127,184321,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Sst-IRES-Cre VISp layer 5 473835796,2015,None,None
4128,184321,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Sst-IRES-Cre VISp layer 5 473835796,2015,None,None
4129,184329,Ca_HVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg3-Cre VISp layer 4 473862845,2015,None,None
4130,184329,Ca_LVA,Ca,446,Allen Institute for Brain Science,Allen Institute: Scnn1a-Tg3-Cre VISp layer 4 473862845,2015,None,None
